sifra,naslov,avtor,cena_v_evrih,stevilo_strani,dimenzije,leto_izdaje,prevajalec,vezava,zalozba
013544,"Vse, kar hoče&scaron;, da sem (Žepna knjiga)",Mindy Mejia,12.9,362,125 x 190 x 26,2017,Mateja Malnar &Scaron;tembal,mehka,"Učila International, d.o.o."
004350,Neskončna &scaron;irjava v nas (trda vezava),Samantha Young,32.9,360,130 x 195 x 30,2017,Petra Brecelj,trda,"Učila International, d.o.o."
013549,Razbitina (Žepna knjiga),Michael Robotham,16.9,554,125 x 190 x 40,2017,Martin Jankovič,mehka,"Učila International, d.o.o."
004070,ZALJUBI SE VAME (trda vezava),Jennifer L. Armentrout,12.99,348,130 x 195 x 29,2017,Suzana Pečnik,trda,"Učila International, d.o.o."
004118,Odinovi volkovi (Trda vezava),Giles Kristian,34.9,410,130 x 195 x 33,2017,Katja Mikelj,trda,"Učila International, d.o.o."
013554,Princesa na papirju (Žepna knjiga),Erin Watt,12.9,344,125 x 190 x 25,2017,Eva Žerjav,mehka,"Učila International, d.o.o."
004254,LJUBEZNIVI FALOT (trda vezava),Elizabeth Hoyt,32.9,332,130 x 195 x 28,2017,Katja Bizjak,trda,"Učila International, d.o.o."
013344,Vojvodinja ponoči (Žepna knjiga),Eloisa James,3.99,352,125x190x30 mm,2016,Katarina Žakelj,mehka,"Učila International, d.o.o."
004304,Kremplji norosti (trda vezava),B. A. Paris,32.9,346,130 x 195 x 29,2017,Ana Koren,trda,"Učila International, d.o.o."
004366,Bulvar hrepenenja (trda vezava),Susan Meissner,32.9,336,130 x 195 x 28,2017,Ida Sternad,trda,"Učila International, d.o.o."
013553,Neskončna &scaron;irjava v nas (Žepna knjiga),Samantha Young,12.9,360,125 x 190 x 26,2017,Petra Brecelj,mehka,"Učila International, d.o.o."
013543,Materina senca (Žepna knjiga),Nikola Scott,14.9,384,125 x 190 x 27,2017,Darja Divjak,mehka,"Učila International, d.o.o."
004371,Gora med nama (Trda vezava),Charles Martin,32.9,332,130 x 195 x 28,2017,Miro Mrak,trda,"Učila International, d.o.o."
004179,Malopridnež v mesečini (Trda vezava),Anna Campbell,32.9,374,130 x 195 x 31,2017,0,trda,"Učila International, d.o.o."
004336,Zgodovina čebel (trda vezava) ,Maja Lunde,34.9,400,130 x 195 x 32,2017,Neža Kralj,trda,"Učila International, d.o.o."
013545,Zaljubi se vame (Žepna knjiga),Jennifer L. Armentrout,12.9,348,125 x 190 x 25,2017,Suzana Pečnik,mehka,"Učila International, d.o.o."
013570,Odinovi volkovi (Žepna knjiga),Giles Kristian,12.9,410,125 x 190 x 29,2017,Katja Mikelj,mehka,"Učila International, d.o.o."
013537,Nora (Žepna knjiga),Chloe Esposito,12.9,384,125 x 190 x 28,2017,Sabina Noble,mehka,"Učila International, d.o.o."
013565,Življenje v rožnatem (Žepna knjiga),Jean-Luc Bannalec,12.9,296,125 x 190 x 21,2017,Larisa Mugerli Lavrenčič,mehka,"Učila International, d.o.o."
004370,Dekle iz Summer Hilla (Trda vezava),Jude Deveraux,34.9,400,130 x 195 x 33,2017,Mateja Malnar &Scaron;tembal,trda,"Učila International, d.o.o."
004178,VOJVODOVA DRZNA ODLOČITEV (trda vezava) ,Anna Campbell,14.99,390,130 x 195 x 33,2017,Maja Kogej,trda,"Učila International, d.o.o."
013345,Sisi: Samosvoja cesarica (Žepna knjiga),Allison Pataki,12.9,448,125x190x35,2016,Samo Ku&scaron;čer,mehka,"Učila International, d.o.o."
013539,Ljubeznivi falot (Žepna knjiga),Elizabeth Hoyt,10.9,332,125 x 190 x 24,2017,Katja Bizjak,mehka,"Učila International, d.o.o."
004349,Življenje v rožnatem (trda vezava),Jean-Luc Bannalec,32.9,296,130 x 195 x 26,2017,Larisa Mugerli Lavrenčič,trda,"Učila International, d.o.o."
013535,Snubec na slabem glasu (Žepna knjiga),Mary Jo Putney,12.9,392,125 x 190 x 28,2017,Neža Kralj,mehka,"Učila International, d.o.o."
013547,Zgodovina čebel (Žepna knjiga),Maja Lunde,14.9,400,125 x 190 x 29,2017,Neža Kralj,mehka,"Učila International, d.o.o."
013569,Gora med nama (Žepna knjiga),Charles Martin,10.9,332,125 x 190 x 24,2017,Miro Mrak,mehka,"Učila International, d.o.o."
004362,Ožgana krila (trda vezava),Helena Hunting,32.9,368,130 x 195 x 30,2017,Neža Kralj,trda,"Učila International, d.o.o."
004125,NORA (trda vezava),Chloe Esposito,34.9,384,130 x 195 x 32,2017,Sabina Noble,trda,"Učila International, d.o.o."
004314,Sladka zamenjava (trda vezava),Kylie Scott,29.9,272,130 x 195 x 24,2017,Lidija Kreft,trda,"Učila International, d.o.o."
013567,Dekle iz Summer Hilla (Žepna knjiga),Jude Deveraux,12.9,400,125 x 190 x 28,2017,Mateja Malnar &Scaron;tembal,mehka,"Učila International, d.o.o."
013538,Nočna zalezovalka (Žepna knjiga),Robert Bryndza,12.9,368,125 x 190 x 27,2017,Miro Mrak,mehka,"Učila International, d.o.o."
013546,Vojvodova drzna odločitev (Žepna knjiga),Anna Campbell,14.9,390,125 x 190 x 28,2017,Maja Kogej,mehka,"Učila International, d.o.o."
004088,Razbitina (trda vezava),Michael Robotham,36.9,554,130 x 195 x 44,2017,Martin Jankovič,trda,"Učila International, d.o.o."
004026,NELJUBLJENA (trda vezava),Madeline Sheehan,29.9,270,130 x 195 x 24,2017,Alenka Perger,trda,"Učila International, d.o.o."
004327,NOČNA ZALEZOVALKA (trda vezava),Robert Bryndza,34.9,368,130 x 195 x 30,2017,Miro Mrak,trda,"Učila International, d.o.o."
004351,Princesa na papirju (trda vezava),Erin Watt,32.9,344,130 x 195 x 29,2017,Eva Žerjav,trda,"Učila International, d.o.o."
013502,Sedem grobov (Žepna knjiga),Jean-Luc Bannalec,12.9,396,0,2017,0,mehka,"Učila International, d.o.o."
004305,16. Sku&scaron;njava (trda vezava),James Patterson,32.9,304,130 x 195 x 21,2017,Marko Bogataj,trda,"Učila International, d.o.o."
013511,Usoda kraljevine Tearling (Žepna knjiga),Erika Johansen,14.9,448,125 x 190 x 32,2017,Neža Ropret,mehka,"Učila International, d.o.o."
013498,Dekle pod ledom (Žepna knjiga),Robert Bryndza,12.9,392,0,2017,0,mehka,"Učila International, d.o.o."
013507,Čisto vsaka stvar (Žepna knjiga),Samantha Young,12.9,392,125 x 190 x 28,2017,Irena Furlan,mehka,"Učila International, d.o.o."
013523,Ne ljubi me (Žepna knjiga),M. J. Arlidge,12.9,316,125 x 190 x 23,2017,0,mehka,"Učila International, d.o.o."
004140,Gorski zdravnik: Srečni doma (trda vezava),Andreas Kufsteiner,28.9,266,130 x 195 x 24,2017,0,trda,"Učila International, d.o.o."
004146,Snubec na slabem glasu (trda vezava),Mary Jo Putney,34.9,392,130 x 195 x 33,2017,Neža Kralj,trda,"Učila International, d.o.o."
004308,Majhne laži (trda vezava),Liane Moriarty,34.9,430,130 x 195 x 35,2017,0,trda,"Učila International, d.o.o."
013528,Kraljevska poroka (Žepna knjiga),Geneva Lee,10.9,296,125 x 190 x 21,2017,Barbara Trobentar,mehka,"Učila International, d.o.o."
013521,Gorski zdravnik: Srečni doma (Žepna knjiga),Andreas Kufsteiner,3.99,266,125 x 190 x 19,2017,0,mehka,"Učila International, d.o.o."
013506,Sinovi groma (Žepna knjiga),Giles Kristian,10.9,320,125 x 190 x 23 mm,2017,Katja Mikelj,mehka,"Učila International, d.o.o."
004252,Moja ameri&scaron;ka vojvodinja (trda vezava),Eloisa James,34.9,382,130 x 195 x 32 mm,2017,0,trda,"Učila International, d.o.o."
004256,Po&scaron;iljka (Trda vezava),Sebastian Fitzek,32.9,292,130 x 195 x 25,2017,Maru&scaron;a Mugerli Lavrenčič,trda,"Učila International, d.o.o."
013532,16. Sku&scaron;njava (Žepna knjiga),James Patterson,10.9,304,125 x 190 x 22,2017,Marko Bogataj,mehka,"Učila International, d.o.o."
004180,Čisto vsaka stvar (trda vezava),Samantha Young,14.99,392,130 x 195 x 34mm,2017,Irena Furlan,trda,"Učila International, d.o.o."
013509,Na robu zakona (Žepna knjiga),John Grisham,12.9,400,125 x 190 x 28,2017,Ana Koren,mehka,"Učila International, d.o.o."
004002,Domina (trda vezava),L. S Hilton,34.9,344,130 x 195 x 30,2017,0,trda,"Učila International, d.o.o."
003305,Usoda kraljevine Tearling (trda vezava),Erika Johansen,36.9,448,130 x 195 x 37mm,2017,Neža Vovk,trda,"Učila International, d.o.o."
013516,Marelični poljubi (Žepna knjiga),Claudia Winter,12.9,382,125 x 190 x 28,2017,Mateja Malnar &Scaron;tembal,mehka,"Učila International, d.o.o."
013505,Moja ameri&scaron;ka vojvodinja (Žepna knjiga),Eloisa James,12.9,382,125 x 190 x 28 mm,2017,Mojca Topič,mehka,"Učila International, d.o.o."
013520,Majhne laži (Žepna knjiga),Liane Moriarty,12.9,430,125 x 190 x 31,2017,0,mehka,"Učila International, d.o.o."
013529,Pred padcem (Žepna knjiga),Noah Hawley,12.9,432,125 x 190 x 30,2017,Maja Lihtenvalner,mehka,"Učila International, d.o.o."
013527,Rokerska ljubezen (Žepna knjiga),Kylie Scott,10.9,296,125 x 190 x 22,2017,Lidija Kreft,mehka,"Učila International, d.o.o."
004064,Na robu zakona (trda vezava),John Grisham,34.9,400,130 x 195 x 33mm,2017,Ana Koren,trda,"Učila International, d.o.o."
004177,Zapeljivčev polnočni poljub (trda vezava),Anna Campbell,34.9,394,130 x 195 x 32,2017,0,trda,"Učila International, d.o.o."
004095,Premalo mrtev (trda vezava),Peter James,36.9,550,130 x 195 x 44,2017,0,trda,"Učila International, d.o.o."
004117,Sinovi groma (trda vezava),Giles Kristian,32.9,320,130 x 195 x 28 mm,2017,0,trda,"Učila International, d.o.o."
013508,Za&scaron;čitnik (Žepna knjiga),Jodi Ellen Malpas,12.9,382,125 x 190 x 27,2017,Lidija Kreft,mehka,"Učila International, d.o.o."
004091,Kraljevska poroka (Trda vezava) ,Geneva Lee,32.9,296,130 x 195 x 26,2017,0,trda,"Učila International, d.o.o."
013519,Domina (Žepna knjiga),L. S Hilton,3.99,344,125 x 190 x 25,2017,Alja Gartner,mehka,"Učila International, d.o.o."
013526,Po&scaron;iljka (Žepna knjiga),Sebastian Fitzek,12.9,292,125 x 190 x 22,2017,Maru&scaron;a Mugerli Lavrenčič,mehka,"Učila International, d.o.o."
004253,Brezsrčni vojvoda (trda vezava),Elizabeth Hoyt,32.9,320,130 x 195 x 28,2017,0,trda,"Učila International, d.o.o."
004288,Za&scaron;čitnik (trda vezava),Jodi Ellen Malpas,34.9,382,130 x 195 x 32mm,2017,Lidija Kreft,trda,"Učila International, d.o.o."
013522,Nezgre&scaron;ljivi strelica (Žepna knjiga),Monica McCarty,12.9,394,125 x 190 x 29,2017,0,mehka,"Učila International, d.o.o."
004176,Marelični poljub (trda vezava),Claudia Winter,34.9,382,130 x 195 x 32,2017,0,trda,"Učila International, d.o.o."
013517,Premalo mrtev (Žepna knjiga),Peter James,16.9,550,125 x 190 x 40,2017,Darja Divjak Jurca,mehka,"Učila International, d.o.o."
004145,Ženin na preizku&scaron;nji (trda vezava),Mary Jo Putney,32.9,342,130 x 195 x 30mm,2017,Neža Kralj,trda,"Učila International, d.o.o."
004132,Dekle za en mesec 4  (trda vezava),Audrey Carlan,34.9,380,130 x 195 x 31,2017,Mojca Svetičič,trda,"Učila International, d.o.o."
013531,Izgubljena luč (Žepna knjiga),Jill Santopolo,12.9,330,125 x 190 x 24,2017,Petra Berlot Kužner,mehka,"Učila International, d.o.o."
013515,Dekle za en mesec 3 (Žepna knjiga),Audrey Carlan,12.9,348,125 x 190 x 25,2017,Sabina Noble,mehka,"Učila International, d.o.o."
004251,Izgubljena luč (trda vezava),Jill Santopolo,32.9,330,130 x 195 x 28,2017,Petra Berlot Kužner,trda,"Učila International, d.o.o."
004186,Nezgre&scaron;ljivi strelica ( Trda vezava),Monica McCarty,34.9,316,130 x 195 x 26,2017,Marko Bogataj,trda,"Učila International, d.o.o."
013518,Brezsrčni vojvoda (Žepna knjiga),Elizabeth Hoyt,12.9,320,125 x 190 x 28,2017,Katja Bizjak,mehka,"Učila International, d.o.o."
004258,Ženskar (Trda vezava),Kresley Cole,32.9,312,130 x 195 x 27,2017,Suzana Pečnik,mehka,"Učila International, d.o.o."
004313,Rokerska ljubezen (Trda vezava),Kylie Scott,32.9,296,130 x 195 x 26,2017,Lidija Kreft,trda,"Učila International, d.o.o."
004131,Dekle za en mesec 3 (trda vezava),Audrey Carlan,32.9,348,130 x 195 x 29,2017,0,trda,"Učila International, d.o.o."
004183,Ne ljubi me (trda vezava),M. J. Arlidge,32.9,316,130 x 195 x 26,2017,0,trda,"Učila International, d.o.o."
013524,Zapeljivčev polnočni poljub (Žepna knjiga),Anna Campbell,12.9,394,125 x 190 x 29,2017,0,mehka,"Učila International, d.o.o."
013504,Ženskar (Žepna knjiga),Kresley Cole,10.9,312,125 x 190 x 23mm,2017,Suzana Pečnik,mehka,"Učila International, d.o.o."
013512,Ženin na preizku&scaron;nji (Žepna knjiga),Mary Jo Putney,10.9,342,125 x 190 x 25,2017,Neža Kralj,mehka,"Učila International, d.o.o."
004292,Pred padcem (Trda vezava),Noah Hawley,34.9,432,130 x 195 x 35,2017,Maja Lihtenvalner,trda,"Učila International, d.o.o."
003967,Su&scaron;a (trda vezava),Jane Harper,32.9,348,130 x 195 x 30 mm,2017,0,trda,"Učila International, d.o.o."
013493,Dekle za en mesec 2 (Žepna knjiga),Audrey Carlan,12.9,368,125 x 190 x 27 mm,2017,0,mehka,"Učila International, d.o.o."
003876,Eleanor Oliphant je povsem v redu (trda vezava),Gail Honeyman,32.9,352,130 x 195 x 30 mm,2017,0,trda,"Učila International, d.o.o."
004139,Gorski zdravnik: Tri ljubezni v stari hi&scaron;i (trda vezava),Andreas Kufsteiner,28.9,284,130 x 195 x 25,2017,Anja Furlan,trda,"Učila International, d.o.o."
013497,Gorski zdravnik: Tri ljubezni v stari hi&scaron;i (Žepna knjiga),Andreas Kufsteiner,3.99,0,0,2017,Anja Furlan,mehka,"Učila International, d.o.o."
013501,Ostani z mano (Žepna knjiga),Jennifer L. Armentrout,12.9,448,0,2017,0,mehka,"Učila International, d.o.o."
013477,Neustavljivi lovec (Žepna knjiga),Monica McCarty,10.9,384,125 x 190 x 27 mm,2017,0,mehka,"Učila International, d.o.o."
013481,Tovarna resnice (Žepna knjiga),Cody McFadyen,12.9,430,125 x 190 x 31 mm,2017,0,mehka,"Učila International, d.o.o."
013483,Potapljam se vate (Žepna knjiga),Jasinda Wilder,3.99,230,125 x 190 x 21 mm,2017,0,mehka,"Učila International, d.o.o."
004209,Tovarna resnice (trda vezava),Cody McFadyen,34.9,430,130 x 195 x 35 mm,2017,0,trda,"Učila International, d.o.o."
004069,Ostani z mano (trda vezava),Jennifer L. Armentrout,34.9,448,130 x 195 x 36 mm,2017,0,trda,"Učila International, d.o.o."
013480,Po dva in dva (Žepna knjiga),Nicholas Sparks,14.9,510,125 x 190 x 36 mm,2017,0,mehka,"Učila International, d.o.o."
004062,Vi&scaron;avec (trda vezava),Kerrigan Byrne,32.9,352,130 x 195 x 30 mm,2017,0,trda,"Učila International, d.o.o."
013499,Levjesrčni plenilec (Žepna knjiga),Monica McCarty,12.9,396,0,2017,0,mehka,"Učila International, d.o.o."
013479,Nevarnosti poželenja (Žepna knjiga),Sabrina Jeffries,3.99,294,125 x 190 x 22 mm,2017,0,mehka,"Učila International, d.o.o."
004120,Sedem grobov (trda vezava),Jean-Luc Bannalec,34.9,396,130 x 195 x 32 mm,2017,0,trda,"Učila International, d.o.o."
004207,Po dva in dva (trda vezava),Nicholas Sparks,36.9,510,130 x 195 x 40 mm,2016,0,trda,"Učila International, d.o.o."
013488,Nepremagljivi rimski orli (Žepna knjiga),Simon Scarrow,12.9,432,125 x 190 x 31 mm,2017,0,mehka,"Učila International, d.o.o."
013475,Gorski zdravnik: Ljubezen vse odpusti (Žepna knjiga),Andreas Kufsteiner,3.99,270,125 x 190 x 20 mm,2017,0,mehka,"Učila International, d.o.o."
004184,Neustavljivi lovec (trda vezava),Monica McCarty,34.9,384,130 x 195 x 31 mm,2017,0,trda,"Učila International, d.o.o."
013478,Postelja iz peres (Žepna knjiga),Samuel Bj&oslash;rk,12.9,410,125 x 190 x 30 mm,2017,0,mehka,"Učila International, d.o.o."
013471,Lepa v smrti (Žepna knjiga),Peter James,12.9,464,125 x 190 x 33 mm,2017,0,mehka,"Učila International, d.o.o."
013487,Angel v žametu (Žepna knjiga),Jude Deveraux,10.9,262,125 x 190 x 19 mm,2017,0,mehka,"Učila International, d.o.o."
013472,Sedem noči v falotovi postelji (Žepna knjiga),0,12.9,0,0,0,0,0,0
004181,Nepremagljivi rimski orli (trda vezava),Simon Scarrow,34.9,432,130 x 195 x 35 mm,2017,0,trda,"Učila International, d.o.o."
004085,Nevarnosti poželenja (trda vezava),Sabrina Jeffries,32.9,294,130 x 195 x 26 mm,2017,0,trda,"Učila International, d.o.o."
013485,Ubij se zame (Žepna knjiga),Michael Robotham,12.9,448,125 x 190 x 32 mm,2017,0,mehka,"Učila International, d.o.o."
004168,Sedem noči v falotovi postelji (trda vezava),Anna Campbell,12.99,362,130 x 195 x 30 mm,2017,0,trda,"Učila International, d.o.o."
004090,Kraljevska predaja (trda vezava),Geneva Lee,32.9,298,130 x 195 x 26 mm,2017,0,trda,"Učila International, d.o.o."
013484,Vi&scaron;avec (Žepna knjiga),Kerrigan Byrne,10.9,352,125 x 190 x 25 mm,2017,0,mehka,"Učila International, d.o.o."
013495,Su&scaron;a (Žepna knjiga),Jane Harper,12.9,348,125 x 190 x 26 mm,2017,0,mehka,"Učila International, d.o.o."
013476,Nedosegljivo (Žepna knjiga),Madeline Sheehan,10.9,336,125 x 190 x 24 mm,2017,0,mehka,"Učila International, d.o.o."
013473,Nora na karo (Žepna knjiga),Karen Hawkins,10.9,320,125 x 190 x 24 mm,2017,0,mehka,"Učila International, d.o.o."
004087,Ubij se zame (trda vezava),Michael Robotham,34.9,448,130 x 195 x 36 mm,2017,0,trda,"Učila International, d.o.o."
013492,Klicatelj (Žepna knjiga),Chris Carter,12.9,430,125 x 190 x 31 mm,2017,0,mehka,"Učila International, d.o.o."
013496,Eleanor Oliphant je povsem v redu (Žepna knjiga),Gail Honeyman,12.9,352,125 x 190 x 26 mm,2017,0,mehka,"Učila International, d.o.o."
004185,Levjesrčni plenilec (trda vezava),Monica McCarty,14.99,396,130 x 195 x 32 mm,2017,0,trda,"Učila International, d.o.o."
003966,Angel v žametu (trda vezava),Jude Deveraux,32.9,262,130 x 195 x 24 mm,2017,0,trda,"Učila International, d.o.o."
013470,Nikoli ni vse pozabljeno (Žepna knjiga),Wendy Walker,10.9,304,125 x 190 x 23 mm,2017,0,mehka,"Učila International, d.o.o."
004138,Gorski zdravnik: Ljubezen vse odpusti (trda vezava),Andreas Kufsteiner,28.9,270,130 x 195 x 24 mm,2017,0,trda,"Učila International, d.o.o."
004182,Skrivalnice (trda vezava),M. J. Arlidge,32.9,352,130 x 195 x 29 mm,2017,0,trda,"Učila International, d.o.o."
013469,Dekle za en mesec (Žepna knjiga),Audrey Carlan,10.9,326,125 x 190 x 24 mm,2017,0,mehka,"Učila International, d.o.o."
013490,Kraljevska predaja (Žepna knjiga),Geneva Lee,10.9,298,125 x 190 x 22 mm,2017,0,mehka,"Učila International, d.o.o."
004242,Klicatelj (trda vezava),Chris Carter,34.9,430,130 x 195 x 35 mm,2017,0,trda,"Učila International, d.o.o."
013489,Farmacevtka (Žepna knjiga),Stephenie Meyer,14.9,510,125 x 190 x 37 mm,2017,0,mehka,"Učila International, d.o.o."
003856,Postelja iz peres (trda vezava),Samuel Bj&oslash;rk,34.9,410,130 x 195 x 33 mm,2017,0,trda,"Učila International, d.o.o."
013482,Moj najdražji samotar (Žepna knjiga),Elizabeth Hoyt,10.9,320,125 x 190 x 23 mm,2017,0,mehka,"Učila International, d.o.o."
004025,Nedosegljivo (trda vezava),Madeline Sheehan,32.9,336,130 x 195 x 28 mm,2017,0,trda,"Učila International, d.o.o."
004052,Potapljam se vate (trda vezava),Jasinda Wilder,32.9,280,130 x 195 x 25 mm,2017,0,trda,"Učila International, d.o.o."
004250,Dekle pod ledom (trda vezava),Robert Bryndza,14.99,392,130 x 195 x 33 mm,2017,0,trda,"Učila International, d.o.o."
004217,Farmacevtka (trda vezava),Stephenie Meyer,36.9,510,130 x 195 x 41 mm,2017,0,trda,"Učila International, d.o.o."
004210,Moj najdražji samotar (trda vezava),Elizabeth Hoyt,32.9,320,130 x 195 x 27 mm,2017,0,trda,"Učila International, d.o.o."
013491,Skrivalnice (Žepna knjiga),M. J. Arlidge,10.9,352,125 x 190 x 26 mm,2017,0,mehka,"Učila International, d.o.o."
004130,Dekle za en mesec 2 (trda vezava),Audrey Carlan,32.9,368,130 x 195 x 30 mm,2017,0,trda,"Učila International, d.o.o."
013462,Poročena z neznancem (Žepna knjiga),Jane Ashford,3.99,310,125 x 190 x 23 mm,2017,0,mehka,"Učila International, d.o.o."
013448,Bodi moja (Žepna knjiga),Jennifer L. Armentrout,12.9,384,125 x 190 x 27 mm,2016,0,mehka,"Učila International, d.o.o."
013460,Na koncu sveta (Žepna knjiga),Jean-Luc Bannalec,10.9,344,125 x 190 x 25 mm,2017,0,mehka,"Učila International, d.o.o."
013441,Zlom (Žepna knjiga),Michael Robotham,14.9,480,125 x 190 x 34 mm,2016,0,mehka,"Učila International, d.o.o."
004094,Lepa v smrti (trda vezava),Peter James,36.9,464,130 x 195 x 36 mm,2017,0,trda,"Učila International, d.o.o."
004084,Učna ura zapeljevanja (trda vezava),Sabrina Jeffries,32.9,320,130 x 195 x 27 mm,2017,0,trda,"Učila International, d.o.o."
013452,Padava drug v drugega (Žepna knjiga),Jasinda Wilder,12.9,366,125 x 190 x 27 mm,2017,0,mehka,"Učila International, d.o.o."
013459,Prava stvar (Žepna knjiga),Samantha Young,12.9,416,125 x 190 x 30 mm,2017,0,mehka,"Učila International, d.o.o."
004124,Vojvode imajo raje svetlolaske (trda vezava),Loretta Chase,34.9,382,130 x 195 x 31 mm,2017,0,trda,"Učila International, d.o.o."
013451,Siva gora (Žepna knjiga),John Grisham,12.9,398,125 x 190 x 30 mm,2017,0,mehka,"Učila International, d.o.o."
004122,Ognjeni &scaron;al (trda vezava),Susan Meissner,14.99,340,130 x 195 x 29 mm,2016,0,trda,"Učila International, d.o.o."
013445,Žametna pesem (Žepna knjiga),Jude Deveraux,10.9,284,125 x 190 x 20 mm,2016,0,mehka,"Učila International, d.o.o."
004119,Na koncu sveta (trda vezava),Jean-Luc Bannalec,32.9,344,130 x 195 x 29 mm,2017,0,trda,"Učila International, d.o.o."
004035,Okovi samote (trda vezava),M. J. Arlidge,32.9,344,130 x 195 x 30 mm,2016,0,trda,"Učila International, d.o.o."
004116,Krvavo oko (trda vezava),Giles Kristian,32.9,325,130 x 195 x 29 mm,2016,0,trda,"Učila International, d.o.o."
004166,Bi rada zanetila &scaron;kandal? (trda vezava),Tessa Dare,32.9,284,130 x 195 x 24 mm,2017,0,trda,"Učila International, d.o.o."
013443,Čas je morilec (Žepna knjiga),Michel Bussi,14.9,480,125 x 190 x 34 mm,2016,0,mehka,"Učila International, d.o.o."
013446,Okovi samote (Žepna knjiga),M. J. Arlidge,10.9,344,125 x 190 x 25 mm,2016,0,mehka,"Učila International, d.o.o."
004089,Kraljevska strast (trda vezava),Geneva Lee,32.9,370,130 x 195 x 31 mm,2016,0,trda,"Učila International, d.o.o."
004150,Prava stvar (trda vezava),Samantha Young,34.9,416,130 x 195 x 33 mm,2017,0,trda,"Učila International, d.o.o."
004161,Učitelj (trda vezava),Katerina Diamond,32.9,334,130 x 195 x 28 mm,2017,0,trda,"Učila International, d.o.o."
004066,Angelski delež (trda vezava),J. R. Ward,36.9,476,130 x 195 x 39 mm,2017,0,trda,"Učila International, d.o.o."
013455,Poljub za piko na i (Žepna knjiga),Susan Mallery,10.9,312,125 x 190 x 23 mm,2017,0,mehka,"Učila International, d.o.o."
004129,Dekle za en mesec (trda vezava),Audrey Carlan,32.9,326,130 x 195 x 28 mm,2017,0,trda,"Učila International, d.o.o."
013450,Angelski delež (Žepna knjiga),J. R. Ward,14.9,476,125 x 190 x 35 mm,2017,0,mehka,"Učila International, d.o.o."
004144,Ljubimec iz morja (trda vezava),Mary Jo Putney,32.9,344,130 x 195 x 29 mm,2017,0,trda,"Učila International, d.o.o."
013458,Vojvode imajo raje svetlolaske (Žepna knjiga),Loretta Chase,12.9,382,125 x 190 x 28 mm,2017,0,mehka,"Učila International, d.o.o."
004068,Bodi moja (trda vezava),Jennifer L. Armentrout,32.9,384,130 x 195 x 32 mm,2016,0,trda,"Učila International, d.o.o."
004033,Gospodar (trda vezava),Kresley Cole,34.9,350,130 x 195 x 29 mm,2016,0,trda,"Učila International, d.o.o."
004063,Siva gora (trda vezava),John Grisham,34.9,398,130 x 195 x 33 mm,2017,0,trda,"Učila International, d.o.o."
013440,Gospodar (Žepna knjiga),Kresley Cole,12.9,350,125 x 190 x 25 mm,2016,0,mehka,"Učila International, d.o.o."
013467,Preblizu (Žepna knjiga),Eleanor Moran,12.9,382,125 x 190 x 27 mm,2017,0,mehka,"Učila International, d.o.o."
013466,Bi rada zanetila &scaron;kandal? (Žepna knjiga),Tessa Dare,10.9,284,125 x 190 x 21 mm,2017,0,mehka,"Učila International, d.o.o."
013442,Ognjeni &scaron;al (Žepna knjiga),Susan Meissner,12.9,340,125 x 190 x 25 mm,2016,0,mehka,"Učila International, d.o.o."
013449,Krvavo oko (Žepna knjiga),Giles Kristian,10.9,352,125 x 190 x 25 mm,2016,0,mehka,"Učila International, d.o.o."
004142,Prepovedana romanca (trda vezava),Penelope Ward,14.99,294,130 x 195 x 27 mm,2017,0,trda,"Učila International, d.o.o."
013444,Ženska v kabini &scaron;tevilka 10 (Žepna knjiga),Ruth Ware,12.9,368,125 x 190 x 26 mm,2016,0,mehka,"Učila International, d.o.o."
004092,Preblizu (trda vezava),Eleanor Moran,34.9,382,130 x 195 x 31 mm,0,0,trda,"Učila International, d.o.o."
004121,Nikoli ni vse pozabljeno (trda vezava),Wendy Walker,32.9,304,130 x 195 x 26 mm,2017,0,trda,"Učila International, d.o.o."
004141,Poročena z neznancem (trda vezava),Jane Ashford,14.99,310,130 x 195 x 22 mm,2017,0,trda,"Učila International, d.o.o."
013454,Učna ura zapeljevanja (Žepna knjiga),Sabrina Jeffries,3.99,320,125 x 190 x 24 mm,2017,0,mehka,"Učila International, d.o.o."
013465,Učitelj (Žepna knjiga),Katerina Diamond,10.9,334,125 x 190 x 24 mm,2017,0,mehka,"Učila International, d.o.o."
004051,Padava drug v drugega (trda vezava),Jasinda Wilder,34.9,366,130 x 195 x 31 mm,2017,0,trda,"Učila International, d.o.o."
013457,Dekle pred njo (Žepna knjiga),J. P. Delaney,12.9,384,125 x 190 x 27 mm,2017,0,mehka,"Učila International, d.o.o."
013447,Kraljevska strast (Žepna knjiga),Geneva Lee,12.9,370,125 x 190 x 28 mm,2016,0,mehka,"Učila International, d.o.o."
003965,Žametna pesem (trda vezava),Jude Deveraux,14.99,289,130 x 195 x 24 mm,2016,0,trda,"Učila International, d.o.o."
003990,Dekle pred njo (trda vezava),J. P. Delaney,34.9,384,130 x 195 x 31 mm,2017,0,trda,"Učila International, d.o.o."
013453,Prepovedana romanca (Žepna knjiga),Penelope Ward,10.9,294,125 x 190 x 23 mm,2017,0,mehka,"Učila International, d.o.o."
013468,Ljubimec iz morja (Žepna knjiga),Mary Jo Putney,10.9,344,125 x 190 x 25 mm,2017,0,mehka,"Učila International, d.o.o."
